x,y,z,vx,vy,vz
-9.750601385308745e-01,-2.117371456224515e+00,1.104800827828960e-01,5.923700715834059e-01,-2.391288399473900e-01,-6.274301764436529e-03
-4.390938742053325e-01,4.914953211731102e-01,-1.165345039496380e-01,-2.655512783799167e-01,-3.500148417215190e-01,7.617513894267934e-02
-1.083122573598781e+00,-4.849824715285637e-01,4.248013864112063e-02,2.410733532717604e-01,-4.896283157908105e-01,-2.999257351232036e-02
-2.038154916130009e+00,-2.691792893010670e-01,1.300734383976154e-01,1.053676663878187e-01,-6.115884921081763e-01,-1.993550971177034e-02
3.487900441457106e-01,1.696045211220053e+00,-1.129427309566973e-01,-6.260585503620173e-01,6.551468374981896e-02,4.673547782216231e-03
-3.168382575480240e+00,2.240102472454395e+00,1.827680564424338e-02,-3.059707533612793e-01,-4.592286779587907e-01,4.885641627459680e-04
-6.301560392780448e-01,1.096427094456265e+00,-3.303860879922239e-02,-4.991368246921677e-01,-3.138090982957175e-01,2.774870056844702e-02
-7.236292355710993e-01,-1.170872090657475e-01,3.767791873422428e-02,1.162612960969617e-01,-4.256781118695638e-01,-4.386682486529708e-02
2.208435676472933e+00,-1.699130226682800e+00,-5.782044781210324e-02,3.574178482225306e-01,4.915131454981539e-01,3.518935515542179e-03
3.968284713640935e+00,2.333023984181369e+00,9.222309802107109e-02,-2.660721522140359e-01,4.365048791009721e-01,-6.608129781377842e-04
-1.933069430121590e+00,-1.818799710468348e+00,1.468214541679408e-01,4.309785462409548e-01,-4.364635825241105e-01,-1.492512250332271e-02
1.408276072154669e+00,-7.993527738650410e-01,3.761715763332118e-02,2.373724395482019e-01,5.476566049965420e-01,-2.271868249504464e-02
4.758412323065492e-01,7.231535083097392e-01,1.132673561256164e-01,-4.603591894593742e-01,2.615343692394147e-01,-8.949521326508171e-02
1.710614303709610e+00,2.151010237524491e+00,5.344859050239569e-02,-5.658853480680275e-01,3.002177333945963e-01,1.896287838653237e-02
-3.112142943425070e-01,-5.643968504406802e-01,7.298009530634245e-02,4.762298540548697e-01,-1.466541711855368e-01,-6.511992506433620e-02
-2.014489427669138e+00,9.089949797373961e-01,1.454981837326009e-01,-2.382655341647590e-01,-5.742732904241393e-01,-2.200163487285840e-02
-2.969856869367354e-01,-4.855514338337621e-01,-6.915617079125605e-03,4.100676402436641e-01,-1.964004676837756e-01,6.358420940393067e-02
1.468755505139969e-01,-1.822714083697285e+00,-1.222104237584084e-02,6.139943000501912e-01,6.743029364875114e-02,-1.263733058075652e-02
6.280422885153756e-01,-8.514951268167680e-01,-9.441881129898147e-02,4.509304826847851e-01,4.162944556227306e-01,7.295444935539561e-02
-1.708109140719153e-01,-7.058369385425981e-01,1.064340835271239e-01,5.213325458975661e-01,-3.680178951481267e-02,-1.004664916313264e-01
-3.006762343234564e-01,5.662795979949554e-01,-1.300521663085024e-01,-4.174014195947972e-01,-1.747473670127414e-01,1.011927018979856e-01
7.394765839670012e-01,-3.127183806311397e+00,-8.296541685707588e-02,5.737578497097189e-01,1.499051525201115e-01,1.131399203923181e-02
1.210584826341254e-01,8.864261726420662e-01,1.243940950319812e-01,-5.086410666897492e-01,8.573279323249387e-02,-6.179841053279425e-02
-8.091087605237955e-01,1.788205233842150e+00,1.434259253234211e-01,-5.512617227952661e-01,-2.822124187283742e-01,-1.650271691953333e-02
1.132024836017726e-01,1.084023639659341e+00,1.423820213427271e-01,-5.857076428679162e-01,1.885398271966241e-03,-9.096549856712459e-02
-1.807805979290991e+00,7.359715332609290e-01,1.003126302962869e-01,-2.491847685491976e-01,-6.648712960401978e-01,2.488134539141209e-02
2.974704853994021e-01,-1.358767789341576e-01,-4.510174181977544e-02,1.390128284721644e-01,1.981350433434867e-01,7.956652165246597e-02
1.234091673540370e+00,8.641279066962753e-01,1.046761975777268e-01,-3.371559145096756e-01,5.912568611899373e-01,-1.988087320002662e-02
-3.618527699350012e-01,-7.576843170964444e-02,-1.171058073074498e-01,4.797561386664441e-02,-3.214614856398899e-01,1.545719429667707e-01
-2.311483470158649e+00,5.944980248353594e-01,-1.033771587546600e-01,-1.470767895978547e-01,-6.450388359071335e-01,2.225955951360877e-02
-1.315625763598342e+00,3.610828803423848e-01,-1.467881330116128e-01,-1.521311396419071e-01,-5.801170675958927e-01,5.279769511105399e-02
-6.063751641117524e-02,-1.278771205320906e+00,-7.494042510765766e-03,5.628281388525829e-01,4.677766780613541e-02,7.317343492318693e-03
-1.169640364178453e+00,9.746394343140892e-01,1.220248140150289e-01,-3.446720413310074e-01,-4.753183020777472e-01,-5.320939785582554e-02
2.480270657466870e+00,3.938581992216257e+00,9.013940105729487e-02,-4.340282309342010e-01,2.641227817833084e-01,-9.002959727655866e-04
2.029502731076576e+00,-1.295166612712810e+00,-7.068476583930755e-02,3.133004218093942e-01,5.388127946877485e-01,1.155918547575337e-02
