x,y,z,vx,vy,vz
6.719007312652869e-01,4.317494301465739e+00,1.403044492730747e-01,-5.191270290543383e-01,8.078802335020374e-02,0.000000000000000e+00
1.641166345274191e-02,-5.071267418315941e-01,-9.734207934087069e-02,3.738239486730286e-01,1.209771114423727e-02,0.000000000000000e+00
-1.170741946264759e+00,-6.381816417174240e-01,1.377628846645290e-01,2.788336932327124e-01,-5.115194160411146e-01,0.000000000000000e+00
-8.490982332152491e-01,-2.637583930260792e-01,-8.942049633132498e-02,1.492494681031866e-01,-4.804679700266491e-01,0.000000000000000e+00
-1.517048758760497e+00,1.597055174429792e+00,-1.026318278290012e-01,-4.521746707602574e-01,-4.295224322883536e-01,0.000000000000000e+00
-1.693598774670340e+00,2.936158945229376e-02,-1.297505577216932e-01,-1.062186213213802e-02,-6.126770732536382e-01,0.000000000000000e+00
8.379620861111363e-01,-3.999261281694789e+00,7.038402620386447e-02,5.301531521636047e-01,1.110825750192414e-01,0.000000000000000e+00
2.441700919723745e+00,2.684202031090930e+00,8.815625165720332e-02,-4.201170088535641e-01,3.821620261916068e-01,0.000000000000000e+00
-1.208531078091704e+00,1.307386460506562e+00,4.502422596166854e-03,-4.529350979085931e-01,-4.186873267518410e-01,0.000000000000000e+00
1.959380798873061e-01,3.717084838636167e+00,9.350297855368198e-02,-5.618398798188690e-01,2.961617289752674e-02,0.000000000000000e+00
-1.520622772654928e+00,6.025653932296328e-02,1.462542500810501e-03,-2.380939294790007e-02,-6.008493937166586e-01,0.000000000000000e+00
-1.722682443575842e+00,1.231033553805269e+00,-8.895120984910963e-02,-3.626430866968809e-01,-5.074751023688912e-01,0.000000000000000e+00
-1.662341150392110e+00,2.057255438710841e-01,1.056289473050475e-01,-7.513448431998182e-02,-6.071153963110355e-01,0.000000000000000e+00
8.420793026445133e-01,4.727278709973672e-01,-1.107096175990017e-01,-2.551338445904648e-01,4.544748535356587e-01,0.000000000000000e+00
-1.406632823313628e+00,3.522994607757921e-01,-1.045965179380328e-01,-1.445618244400393e-01,-5.771947729005273e-01,0.000000000000000e+00
